id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
10442,7.1,0.39,0.43,2.0,0.078,6.0,18.0,0.9956,3.38,0.87,9.4,6.0
10443,8.3,0.52,0.22,2.2,0.0819999999999999,15.0,28.0,0.99708,3.17,0.63,9.2,5.0
10444,7.9,0.65,0.13,1.7,0.078,20.0,47.0,0.99656,3.46,0.59,9.4,6.0
10445,7.3,0.28,0.27,2.6,0.091,13.0,47.0,0.9968,3.42,0.47,9.4,5.0
10446,8.9,0.32,0.45,2.6,0.079,5.0,14.0,0.9994,3.39,0.55,9.7,6.0
10447,7.0,0.715,0.02,2.4,0.087,8.0,18.0,0.99672,3.24,0.58,9.7,5.0
10448,6.2,0.32,0.0,1.8,0.079,13.0,33.0,0.99444,3.59,0.48,11.3,6.0
10449,5.7,0.69,0.0,3.65,0.08,17.0,37.0,0.99629,3.44,0.62,11.8,6.0
10450,7.9,0.27,0.55,2.0,0.097,14.0,28.0,0.9967,3.41,0.68,9.3,5.0
10451,9.0,0.36,0.41,2.5,0.078,5.0,16.0,0.997,3.27,0.74,10.1,6.0
10452,6.8,0.42,0.22,2.6,0.086,6.0,18.0,0.9971,3.41,0.56,9.2,5.0
10453,7.1,0.46,0.31,2.2,0.095,16.0,44.0,0.996,3.36,0.82,9.6,6.0
10454,7.2,0.43,0.06,2.2,0.0819999999999999,32.0,72.0,0.99655,3.3,0.54,9.8,7.0
10455,7.8,0.35,0.34,2.8,0.062,21.0,52.0,0.9959,3.31,0.74,10.8,5.0
10456,9.1,0.61,0.33,2.2,0.093,20.0,52.0,0.9981,3.05,0.52,9.4,5.0
10457,7.2,0.41,0.19,2.0,0.084,12.0,21.0,0.99572,3.27,0.51,10.3,5.0
10458,7.6,0.4,0.3,2.5,0.077,6.0,21.0,0.9981,3.23,0.62,9.9,3.0
10459,7.5,0.3,0.27,2.3,0.08,16.0,54.0,0.99682,3.2,0.58,9.5,5.0
10460,8.1,0.57,0.29,2.0,0.086,14.0,27.0,0.9994,3.29,0.73,10.0,4.0
10461,6.7,0.48,0.0,2.0,0.064,4.0,12.0,0.99458,3.38,0.58,10.5,6.0
10462,11.3,0.65,0.45,2.2,0.081,6.0,14.0,0.9982,3.16,0.57,11.2,6.0
10463,10.2,0.43,0.32,2.2,0.0579999999999999,5.0,21.0,0.9987,3.24,0.6,9.4,6.0
10464,7.6,0.48,0.12,2.2,0.0579999999999999,15.0,35.0,0.99656,3.32,0.53,9.8,5.0
10465,7.1,0.56,0.05,1.8,0.078,9.0,17.0,0.99786,3.39,0.6,9.5,6.0
10466,8.0,0.4,0.3,2.1,0.091,8.0,22.0,0.997,3.4,0.85,10.5,6.0
10467,7.4,0.43,0.49,2.0,0.09,14.0,42.0,0.99467,3.33,0.62,10.1,6.0
10468,7.1,0.54,0.22,2.1,0.114,12.0,42.0,0.99704,3.36,0.57,9.3,5.0
10469,7.9,0.7,0.0,2.5,0.114,17.0,34.0,0.99652,3.44,0.58,9.5,6.0
10470,8.8,0.685,0.06,1.9,0.077,19.0,38.0,0.9972,3.28,0.65,9.8,7.0
10471,6.6,0.61,0.0,1.9,0.098,15.0,58.0,0.9976,3.45,0.59,9.9,6.0
10472,7.8,0.715,0.24,2.3,0.084,11.0,38.0,0.9962,3.28,0.4,9.4,6.0
10473,6.9,0.78,0.0,2.0,0.068,7.0,11.0,0.9977,3.4,0.6,9.4,6.0
10474,7.1,0.51,0.22,1.8,0.074,17.0,44.0,0.99489,3.28,0.48,9.6,6.0
10475,9.3,0.31,0.48,1.7,0.079,16.0,29.0,0.9988,3.32,0.56,9.5,4.0
10476,8.4,0.57,0.05,2.3,0.078,6.0,16.0,0.99613,3.41,0.59,9.8,6.0
10477,7.0,0.64,0.01,2.2,0.07,6.0,15.0,0.9978,3.43,0.51,9.6,5.0
10478,12.5,0.43,0.49,2.3,0.414,5.0,12.0,0.9987,3.18,0.77,10.3,7.0
10479,6.7,0.55,0.02,2.0,0.071,6.0,20.0,0.99448,3.44,0.72,11.0,6.0
10480,6.9,0.56,0.02,2.2,0.077,4.0,11.0,0.99704,3.2,0.49,12.8,7.0
10481,9.1,0.43,0.32,2.4,0.083,6.0,15.0,0.99516,3.28,0.77,9.8,5.0
10482,8.2,0.44,0.23,2.0,0.068,15.0,49.0,0.9978,3.27,0.78,9.5,6.0
10483,7.8,0.42,0.24,2.1,0.062,15.0,31.0,0.998,3.26,0.77,9.3,5.0
10484,8.9,0.43,0.23,2.0,0.0969999999999999,5.0,32.0,0.9966,3.35,0.64,9.2,5.0
10485,7.1,0.44,0.24,2.5,0.09,6.0,14.0,0.9974,3.36,0.62,9.3,6.0
10486,7.6,0.43,0.35,2.3,0.086,7.0,19.0,0.9973,3.18,0.67,9.4,6.0
10487,7.3,0.6,0.02,2.9,0.098,6.0,14.0,0.9959,3.35,0.48,9.2,6.0
10488,13.8,0.42,0.66,6.3,0.078,6.0,43.0,1.00242,3.07,0.59,9.8,5.0
10489,9.3,0.715,0.42,2.8,0.118,6.0,11.0,0.9984,3.3,0.54,10.1,6.0
10490,7.2,0.685,0.14,2.0,0.074,23.0,50.0,0.9968,3.32,0.52,10.8,5.0
10491,8.8,0.38,0.49,2.2,0.081,18.0,38.0,0.9969,3.36,0.54,10.9,5.0
10492,7.0,0.6,0.02,2.1,0.095,27.0,48.0,0.9969,3.37,0.58,9.7,6.0
10493,6.7,0.35,0.41,1.9,0.074,6.0,30.0,0.99608,3.38,0.76,10.8,7.0
10494,8.6,0.54,0.0,1.8,0.069,5.0,14.0,0.99648,3.39,0.56,9.4,5.0
10495,7.0,0.38,0.3,3.0,0.0969999999999999,6.0,27.0,0.99492,3.57,0.64,9.4,4.0
10496,8.2,0.52,0.28,2.3,0.0819999999999999,4.0,9.0,0.99704,3.29,0.52,9.4,5.0
10497,7.6,0.74,0.21,2.1,0.0819999999999999,26.0,84.0,0.9994,3.37,0.53,9.6,6.0
10498,7.7,0.41,0.29,2.6,0.0559999999999999,12.0,24.0,0.99258,3.2,0.59,10.4,5.0
10499,8.0,0.955,0.0,1.4,0.074,3.0,20.0,0.9971,3.4,0.64,9.5,5.0
10500,11.9,0.33,0.66,2.3,0.095,5.0,12.0,0.9973,3.36,0.54,11.0,7.0
10501,6.8,0.61,0.05,2.0,0.074,17.0,40.0,0.9976,3.56,0.87,9.5,5.0
10502,8.9,0.57,0.17,2.0,0.074,9.0,23.0,0.99498,3.19,0.54,9.3,5.0
10503,7.2,0.48,0.06,2.5,0.063,19.0,64.0,0.9972,3.39,0.53,9.6,5.0
10504,10.4,0.31,0.66,2.1,0.072,5.0,13.0,0.9984,3.07,0.69,9.4,5.0
10505,7.7,0.61,0.0,1.8,0.084,8.0,27.0,0.99774,3.3,0.63,9.7,6.0
10506,9.0,0.685,0.23,1.6,0.071,15.0,26.0,0.9973,3.31,0.61,11.4,8.0
10507,8.2,0.39,0.49,1.9,0.069,21.0,52.0,0.9991,3.12,0.57,9.5,5.0
10508,7.0,0.69,0.0,2.2,0.066,12.0,18.0,0.99716,3.36,0.6,10.5,6.0
10509,7.8,0.725,0.33,2.1,0.068,18.0,77.0,0.9976,3.27,0.61,12.0,5.0
10510,7.7,0.59,0.01,2.0,0.077,8.0,38.0,0.99476,3.38,0.57,11.3,7.0
10511,7.4,0.53,0.01,2.1,0.087,9.0,47.0,0.99682,3.25,0.57,9.0,5.0
10512,9.8,0.57,0.42,1.8,0.079,5.0,19.0,0.9952,3.3,0.72,9.4,6.0
10513,7.4,0.32,0.27,1.9,0.0819999999999999,9.0,16.0,0.99668,3.28,0.54,9.8,6.0
10514,8.2,0.41,0.34,1.9,0.078,12.0,18.0,0.9983,3.24,0.72,9.5,7.0
10515,7.8,0.38,0.26,2.1,0.092,18.0,29.0,0.9964,3.41,0.65,9.5,6.0
10516,10.0,0.39,0.35,2.9,0.076,18.0,42.0,0.9963,3.26,0.54,10.1,7.0
10517,7.9,0.41,0.32,2.0,0.081,17.0,88.0,0.9997,3.31,0.62,9.0,5.0
10518,8.4,0.42,0.34,1.8,0.08,5.0,14.0,0.9968,3.27,0.74,9.5,5.0
10519,6.5,0.58,0.0,2.0,0.078,7.0,16.0,0.99489,3.53,0.75,11.0,6.0
10520,7.2,0.43,0.04,2.8,0.114,15.0,37.0,0.9972,3.56,0.61,9.6,5.0
10521,8.4,0.44,0.14,2.1,0.084,16.0,40.0,0.99656,3.32,0.51,9.9,5.0
10522,8.9,0.37,0.33,2.0,0.079,5.0,16.0,0.99652,3.25,0.61,9.3,5.0
10523,7.5,0.52,0.21,2.2,0.073,25.0,66.0,0.99682,3.23,0.54,10.6,6.0
10524,10.9,0.46,0.23,1.9,0.096,6.0,15.0,0.9947,3.5,0.61,10.8,5.0
10525,10.7,0.66,0.0,2.0,0.077,7.0,18.0,0.9978,3.35,0.62,9.8,6.0
10526,6.5,0.64,0.0,2.0,0.066,8.0,17.0,0.9994,3.33,0.6,9.5,6.0
10527,8.0,0.28,0.52,2.9,0.073,8.0,23.0,0.9982,3.21,0.78,11.0,6.0
10528,7.1,0.48,0.22,1.8,0.074,9.0,27.0,0.99592,3.39,0.55,9.9,6.0
10529,8.7,0.36,0.49,1.8,0.065,11.0,48.0,0.9988,3.27,0.75,9.3,5.0
10530,10.2,0.31,0.49,2.6,0.0819999999999999,32.0,69.0,0.9987,3.24,0.59,9.7,6.0
10531,8.6,0.47,0.12,6.9,0.037,5.0,16.0,0.99622,3.31,0.6,12.0,7.0
10532,7.7,0.32,0.42,2.3,0.088,25.0,67.0,0.99812,3.17,0.6,9.5,5.0
10533,6.8,0.36,0.32,2.4,0.0819999999999999,8.0,22.0,0.9958,3.22,0.6,9.2,5.0
10534,7.2,0.63,0.02,2.6,0.076,13.0,89.0,0.997,3.37,0.62,9.2,5.0
10535,7.3,0.52,0.08,2.4,0.081,4.0,14.0,0.9967,3.52,0.59,9.8,6.0
10536,8.1,0.21,0.45,2.6,0.08,29.0,66.0,0.99498,3.33,0.68,11.2,6.0
10537,7.1,0.59,0.01,1.8,0.078,10.0,27.0,0.9976,3.3,0.58,9.9,5.0
10538,7.0,0.57,0.01,1.9,0.06,26.0,49.0,0.9984,3.52,0.56,9.4,5.0
10539,9.1,0.42,0.26,2.2,0.092,10.0,65.0,0.9968,3.38,0.7,9.4,5.0
10540,11.6,0.32,0.47,2.8,0.094,12.0,49.0,0.9976,3.31,0.54,10.5,7.0
10541,7.9,0.64,0.0,1.6,0.054,11.0,24.0,0.99592,3.22,0.56,9.5,6.0
10542,10.3,0.47,0.49,2.4,0.081,24.0,48.0,0.9972,3.31,0.59,11.7,4.0
10543,6.8,0.61,0.02,1.8,0.078,17.0,37.0,0.99552,3.26,0.63,11.4,7.0
10544,8.1,0.69,0.0,3.2,0.071,5.0,13.0,0.9972,3.36,0.6,10.2,5.0
10545,7.7,0.56,0.13,2.1,0.07,16.0,68.0,0.9976,3.47,0.62,9.2,6.0
10546,7.2,0.38,0.49,2.4,0.08,16.0,37.0,0.99562,3.11,0.73,11.0,7.0
10547,7.8,0.51,0.24,1.4,0.087,19.0,49.0,0.99592,3.14,0.68,10.8,6.0
10548,8.5,0.24,0.4,1.9,0.075,12.0,23.0,0.99682,3.32,0.6,12.3,6.0
10549,9.9,0.36,0.54,2.6,0.076,3.0,15.0,0.9972,3.21,0.64,9.3,6.0
10550,7.1,0.49,0.26,2.0,0.094,19.0,35.0,0.99258,3.33,0.6,10.5,6.0
10551,7.8,0.55,0.05,2.1,0.075,14.0,28.0,0.99467,3.29,0.57,11.6,7.0
10552,7.2,0.43,0.25,1.9,0.076,11.0,24.0,0.99576,3.38,0.82,9.5,5.0
10553,7.9,0.64,0.22,2.4,0.074,15.0,46.0,0.9976,3.37,0.56,12.1,7.0
10554,7.3,0.39,0.39,2.1,0.065,6.0,16.0,0.9953,3.22,0.57,12.2,7.0
10555,6.7,0.53,0.23,2.6,0.0969999999999999,14.0,27.0,0.9984,3.08,0.66,10.7,6.0
10556,7.8,0.55,0.21,1.9,0.073,24.0,58.0,0.9997,3.15,0.74,9.2,6.0
10557,9.2,0.4,0.36,2.0,0.077,6.0,14.0,0.9988,3.32,0.9,11.0,6.0
10558,7.8,0.64,0.14,2.5,0.078,20.0,47.0,0.99562,3.22,0.49,12.9,7.0
10559,7.6,0.41,0.45,1.6,0.0819999999999999,5.0,9.0,0.99488,3.21,0.71,10.0,5.0
10560,7.5,0.63,0.16,1.8,0.073,21.0,112.0,0.9968,3.26,0.61,9.8,6.0
10561,8.2,0.38,0.46,1.8,0.093,21.0,44.0,0.99586,3.31,0.82,10.1,5.0
10562,9.4,0.645,0.26,2.0,0.073,5.0,14.0,0.9968,3.28,0.54,9.4,3.0
10563,7.8,0.41,0.42,2.3,0.078,15.0,40.0,0.9986,3.2,0.57,9.7,5.0
10564,8.9,0.59,0.24,2.4,0.075,17.0,65.0,0.9991,3.18,0.58,9.7,6.0
10565,10.1,0.69,0.56,2.1,0.08,5.0,13.0,0.9974,3.23,0.57,9.5,5.0
10566,8.2,0.66,0.09,2.8,0.084,20.0,94.0,0.9961,3.15,0.57,10.7,5.0
10567,7.5,0.38,0.45,1.8,0.064,10.0,22.0,0.9986,3.41,0.68,11.8,7.0
10568,8.0,0.65,0.22,2.0,0.077,22.0,65.0,0.9971,3.37,0.47,9.2,5.0
10569,7.2,0.42,0.21,1.8,0.078,3.0,10.0,0.99524,3.42,0.55,10.8,5.0
10570,9.0,0.37,0.28,2.3,0.077,34.0,52.0,0.9962,3.27,0.51,9.4,5.0
10571,8.9,0.73,0.08,2.3,0.087,34.0,44.0,0.99746,3.42,0.54,10.8,8.0
10572,8.2,0.39,0.29,2.4,0.074,5.0,20.0,0.9986,3.28,0.6,9.5,6.0
10573,8.2,0.615,0.17,2.3,0.0819999999999999,15.0,20.0,1.0022,3.38,0.59,9.2,5.0
10574,7.1,0.4,0.13,2.0,0.079,10.0,27.0,0.99604,3.27,0.54,9.6,5.0
10575,8.7,0.74,0.06,2.3,0.074,26.0,48.0,0.9986,3.38,0.56,11.3,8.0
10576,9.5,0.34,0.26,2.3,0.092,24.0,60.0,0.99787,3.38,0.61,10.5,6.0
10577,12.6,0.41,0.34,2.7,0.083,3.0,16.0,0.9988,3.26,0.56,9.5,7.0
10578,9.1,0.43,0.45,1.9,0.078,18.0,40.0,0.99444,3.17,0.69,11.8,7.0
10579,7.8,0.6,0.0,1.7,0.086,16.0,84.0,0.9974,3.68,0.61,9.5,5.0
10580,8.6,0.48,0.18,2.2,0.062,14.0,27.0,0.9978,3.36,0.55,10.3,5.0
10581,8.3,0.43,0.28,2.2,0.078,13.0,65.0,0.9982,3.23,0.56,9.8,5.0
10582,7.6,0.52,0.22,2.8,0.074,4.0,12.0,0.99693,3.29,0.57,9.2,5.0
10583,6.9,0.31,0.31,2.0,0.08,15.0,33.0,0.99531,3.15,0.55,11.3,6.0
10584,7.2,0.5,0.0,2.1,0.086,15.0,26.0,0.9976,3.34,0.76,9.5,4.0
10585,7.8,0.43,0.2,2.4,0.079,6.0,16.0,0.99616,3.2,0.6,9.6,5.0
10586,7.3,0.52,0.07,1.7,0.0,6.0,21.0,0.99498,3.5,0.59,9.4,5.0
10587,7.7,0.645,0.0,2.2,0.08,10.0,38.0,0.9972,3.56,0.53,10.4,6.0
10588,7.0,0.63,0.0,1.6,0.076,5.0,19.0,0.99648,3.37,0.58,10.7,6.0
10589,8.3,0.58,0.21,2.5,0.075,6.0,21.0,0.9958,3.16,0.55,9.5,5.0
10590,8.9,0.44,0.12,1.9,0.121,23.0,119.0,0.9969,3.27,0.67,9.4,5.0
10591,7.0,0.54,0.06,2.3,0.07,14.0,39.0,0.9982,3.52,0.67,11.1,4.0
10592,7.5,0.48,0.0,1.8,0.0819999999999999,9.0,28.0,0.9971,3.39,0.53,9.4,5.0
10593,6.5,0.66,0.09,1.9,0.09,9.0,20.0,0.99572,3.48,0.53,9.2,5.0
10594,8.3,0.6,0.2,2.1,0.063,8.0,22.0,0.99701,3.37,0.62,9.3,6.0
10595,7.1,0.39,0.42,2.1,0.07,23.0,47.0,0.9978,3.22,0.67,11.0,6.0
10596,8.5,0.59,0.09,2.3,0.071,21.0,63.0,0.9959,3.23,0.58,9.5,4.0
10597,8.7,0.38,0.48,1.9,0.05,9.0,47.0,0.9988,3.31,0.69,9.5,5.0
10598,7.1,0.45,0.45,1.7,0.0819999999999999,9.0,19.0,0.9973,3.27,0.57,9.6,4.0
10599,10.4,0.35,0.66,2.0,0.086,8.0,25.0,0.9994,3.04,0.62,9.9,5.0
10600,6.8,0.62,0.0,1.5,0.074,19.0,42.0,0.99448,3.43,0.54,11.3,6.0
10601,6.2,0.33,0.42,2.3,0.086,17.0,40.0,0.99588,3.17,0.55,10.3,6.0
10602,7.5,0.36,0.46,2.1,0.07,17.0,44.0,0.99572,3.22,0.61,10.1,5.0
10603,6.3,0.48,0.17,2.1,0.095,12.0,49.0,0.9976,3.36,0.61,9.5,5.0
10604,10.6,0.31,0.47,2.0,0.084,12.0,63.0,0.9983,3.36,0.83,10.2,5.0
10605,6.9,0.59,0.02,2.6,0.079,18.0,31.0,0.99538,3.55,0.6,11.7,6.0
10606,7.1,0.42,0.44,2.0,0.071,9.0,30.0,0.9972,3.34,0.78,11.3,7.0
10607,7.9,0.685,0.0,2.0,0.095,12.0,30.0,0.9984,3.29,0.64,11.0,7.0
10608,7.1,0.39,0.34,2.1,0.076,15.0,24.0,0.9972,3.36,0.52,9.5,5.0
10609,12.5,0.39,0.32,2.8,0.074,6.0,15.0,0.9986,3.31,0.54,10.2,5.0
10610,8.8,0.38,0.22,2.4,0.073,12.0,24.0,0.9982,3.36,0.52,10.0,6.0
10611,10.9,0.4,0.44,1.7,0.077,17.0,31.0,0.9971,3.24,0.73,10.3,6.0
10612,7.0,0.61,0.03,2.0,0.073,6.0,13.0,0.99656,3.38,0.56,10.0,6.0
10613,7.0,0.58,0.18,2.1,0.076,30.0,72.0,0.9976,3.34,0.52,9.7,5.0
10614,7.6,0.58,0.04,1.8,0.077,5.0,14.0,0.9959,3.32,0.56,9.4,5.0
10615,10.5,0.39,0.45,2.6,0.073,5.0,14.0,0.99418,3.3,0.5,11.1,6.0
10616,7.2,0.69,0.08,2.2,0.071,16.0,88.0,0.9963,3.07,0.62,10.2,5.0
10617,6.8,0.43,0.06,2.8,0.084,17.0,41.0,0.9966,3.33,0.49,10.0,5.0
10618,6.4,0.645,0.0,1.8,0.074,10.0,19.0,0.9962,3.62,0.54,12.4,6.0
10619,7.1,0.55,0.07,1.8,0.073,15.0,20.0,0.9978,3.61,0.61,10.2,6.0
10620,10.3,0.33,0.45,2.1,0.074,5.0,14.0,0.99572,3.22,0.64,10.8,7.0
10621,8.2,0.24,0.52,1.4,0.09,12.0,41.0,0.9976,3.12,0.73,9.8,7.0
10622,6.9,0.67,0.0,2.2,0.079,20.0,49.0,0.9982,3.38,0.57,11.1,6.0
10623,7.8,0.49,0.17,1.9,0.0819999999999999,7.0,49.0,0.9964,3.23,0.61,9.8,6.0
10624,8.4,0.66,0.0,2.5,0.095,5.0,32.0,0.9984,3.31,0.54,9.7,5.0
10625,8.0,0.32,0.49,2.0,0.077,15.0,28.0,0.9956,3.39,0.57,9.2,5.0
10626,6.6,0.27,0.44,1.9,0.08,13.0,28.0,0.99682,3.36,0.57,9.5,6.0
10627,8.3,0.31,0.46,2.0,0.075,10.0,22.0,0.99562,3.24,0.62,9.6,7.0
10628,8.0,0.52,0.32,2.3,0.074,36.0,124.0,0.9982,3.36,0.44,9.5,5.0
10629,7.8,0.62,0.07,1.7,0.079,3.0,13.0,0.9988,3.31,0.55,9.4,5.0
10630,8.4,0.43,0.54,1.8,0.077,7.0,12.0,0.9948,3.28,0.74,10.9,6.0
10631,7.8,0.28,0.48,2.5,0.084,10.0,47.0,0.9994,3.39,0.59,9.6,6.0
10632,10.5,0.28,0.66,3.0,0.089,7.0,12.0,0.9978,3.34,0.44,9.6,7.0
10633,10.0,0.6,0.54,2.4,0.072,17.0,37.0,0.9976,3.16,0.64,10.2,6.0
10634,7.6,0.635,0.24,2.4,0.084,16.0,48.0,0.9986,3.22,0.64,9.9,5.0
10635,7.8,0.59,0.0,2.2,0.087,23.0,44.0,0.9978,3.51,0.56,9.6,5.0
10636,7.8,0.5,0.0,2.0,0.067,7.0,29.0,0.9966,3.36,0.56,9.4,5.0
10637,6.5,0.48,0.08,2.3,0.091,14.0,41.0,0.9961,3.36,0.64,10.1,6.0
10638,7.5,0.66,0.0,2.2,0.067,16.0,39.0,0.99566,3.52,0.7,11.2,7.0
10639,6.3,0.41,0.21,1.9,0.068,10.0,28.0,0.99418,3.39,0.49,11.8,6.0
10640,7.2,0.6,0.0,2.0,0.084,15.0,58.0,0.9958,3.22,0.58,9.5,5.0
10641,8.0,0.36,0.26,2.3,0.079,6.0,23.0,0.99616,3.26,0.86,10.4,8.0
10642,7.0,0.715,0.04,2.4,0.062,21.0,101.0,0.99498,3.66,0.63,10.6,5.0
10643,7.2,0.63,0.0,1.8,0.066,6.0,20.0,0.99586,3.35,0.54,9.9,5.0
10644,7.8,0.75,0.03,2.0,0.071,10.0,37.0,0.99788,3.33,0.56,9.5,5.0
10645,8.5,0.6,0.27,2.3,0.079,18.0,64.0,0.9968,3.29,0.53,9.4,5.0
10646,8.0,0.63,0.05,2.3,0.091,5.0,17.0,0.9994,3.18,0.64,9.3,5.0
10647,9.2,0.42,0.39,2.6,0.0819999999999999,19.0,43.0,0.99557,3.24,0.55,10.9,5.0
10648,7.3,0.37,0.49,2.0,0.09,27.0,66.0,0.9976,3.34,0.76,9.5,5.0
10649,7.7,0.48,0.31,2.1,0.084,21.0,110.0,0.9956,3.39,0.73,9.9,5.0
10650,8.9,0.75,0.21,2.0,0.077,11.0,41.0,0.9943,3.32,0.58,10.9,4.0
10651,6.4,0.57,0.1,1.8,0.078,11.0,28.0,0.99516,3.34,0.67,11.3,5.0
10652,8.9,0.34,0.39,2.0,0.08,5.0,16.0,0.9964,3.35,0.53,9.9,5.0
10653,9.3,0.41,0.22,2.4,0.067,5.0,14.0,0.99552,3.16,0.88,11.4,7.0
10654,7.8,0.49,0.0,2.3,0.077,13.0,29.0,0.99718,3.53,0.58,9.8,5.0
10655,8.9,0.53,0.24,1.9,0.107,6.0,12.0,0.99628,3.18,0.57,9.8,6.0
10656,8.5,0.31,0.5,2.2,0.08,10.0,19.0,0.9976,3.34,0.73,9.6,6.0
10657,9.1,0.44,0.42,1.7,0.079,18.0,29.0,0.9974,3.26,0.59,12.1,7.0
10658,6.9,0.56,0.04,1.7,0.078,7.0,28.0,0.99616,3.34,0.6,12.3,7.0
10659,7.7,0.74,0.04,2.0,0.08,15.0,49.0,0.9991,3.39,0.47,9.5,6.0
10660,7.4,0.56,0.15,1.7,0.098,11.0,86.0,0.9967,3.38,0.6,9.9,4.0
10661,7.1,0.57,0.02,1.8,0.0819999999999999,11.0,44.0,0.9988,3.54,0.66,9.4,6.0
10662,8.5,0.37,0.42,6.0,0.098,3.0,7.0,0.99526,3.3,0.77,11.4,6.0
10663,6.6,0.58,0.02,2.4,0.077,4.0,8.0,0.99708,3.51,0.58,10.1,5.0
10664,7.0,0.69,0.0,2.2,0.084,26.0,54.0,0.9962,3.42,0.51,9.8,4.0
10665,8.3,0.49,0.08,2.2,0.012,11.0,66.0,0.9972,3.34,0.58,9.7,6.0
10666,8.9,0.39,0.26,2.2,0.077,23.0,48.0,0.99786,3.28,0.61,10.9,6.0
10667,11.4,0.28,0.49,1.9,0.079,9.0,30.0,0.9968,3.33,0.68,9.3,7.0
10668,7.6,0.44,0.29,1.7,0.0819999999999999,8.0,18.0,0.9976,3.27,0.81,10.5,6.0
10669,7.8,0.51,0.01,2.0,0.08,10.0,21.0,0.9964,3.44,0.54,9.5,6.0
10670,8.2,0.54,0.24,2.7,0.077,13.0,47.0,0.9981,3.41,0.68,9.5,6.0
10671,9.2,0.35,0.49,2.3,0.077,6.0,13.0,0.99782,3.12,0.5,9.4,6.0
10672,9.9,0.3,0.46,2.1,0.062,5.0,13.0,0.9972,3.19,0.61,10.0,6.0
10673,12.9,0.34,0.54,2.6,0.078,5.0,24.0,0.99388,3.17,0.48,9.6,5.0
10674,8.0,0.39,0.42,2.2,0.072,13.0,32.0,0.9966,3.08,0.64,10.9,5.0
10675,8.6,0.28,0.37,2.4,0.079,15.0,44.0,0.9976,3.2,0.78,10.1,6.0
10676,7.2,0.715,0.03,2.2,0.076,15.0,49.0,0.9972,3.57,0.54,10.5,5.0
10677,9.5,0.635,0.22,2.0,0.067,12.0,27.0,0.9966,3.39,0.57,10.4,6.0
10678,7.8,0.56,0.03,2.6,0.086,17.0,28.0,0.9986,3.39,0.6,9.5,7.0
10679,7.7,0.43,0.26,1.5,0.079,5.0,13.0,0.99562,3.16,0.48,10.9,7.0
10680,11.3,0.36,0.49,2.1,0.068,5.0,16.0,0.9964,3.38,0.44,10.2,7.0
10681,11.7,0.28,0.5,2.1,0.079,4.0,14.0,0.996,3.22,0.51,9.7,5.0
10682,7.3,0.5,0.26,2.1,0.079,12.0,21.0,0.99748,3.28,0.48,10.0,6.0
10683,7.1,0.36,0.49,2.1,0.075,21.0,77.0,0.9994,3.34,0.54,9.2,5.0
10684,7.4,0.57,0.21,2.0,0.107,12.0,88.0,0.9976,3.38,0.61,9.4,5.0
10685,7.3,0.66,0.02,2.0,0.077,31.0,59.0,0.997,3.39,0.54,10.6,6.0
10686,6.6,0.5,0.0,2.1,0.072,10.0,67.0,0.9972,3.42,0.61,9.5,5.0
10687,7.9,0.47,0.28,2.0,0.081,15.0,86.0,0.9976,3.45,0.7,9.5,6.0
10688,7.4,0.66,0.0,2.0,0.077,11.0,44.0,0.9972,3.32,0.54,9.3,5.0
10689,12.5,0.725,0.66,2.3,0.093,6.0,14.0,0.9972,3.03,0.84,10.6,7.0
10690,5.1,0.38,0.23,2.4,0.069,31.0,58.0,0.9972,3.39,0.63,11.0,6.0
10691,7.8,0.59,0.0,2.5,0.054,16.0,64.0,0.99516,3.42,0.54,9.4,5.0
10692,9.2,0.715,0.23,2.3,0.071,27.0,99.0,0.9988,3.29,0.53,9.7,6.0
10693,7.2,0.66,0.0,2.4,0.084,9.0,28.0,0.9994,3.43,0.52,9.8,6.0
10694,7.5,0.28,0.26,2.2,0.069,24.0,128.0,0.99656,3.58,0.6,10.3,6.0
10695,9.8,0.55,0.27,1.9,0.105,7.0,12.0,0.99546,3.21,0.59,10.4,6.0
10696,11.3,0.41,0.49,1.2,0.12,13.0,28.0,0.9988,3.27,0.6,9.3,5.0
10697,7.7,0.53,0.0,1.7,0.072,18.0,38.0,0.9987,3.5,0.74,9.5,6.0
10698,7.1,0.715,0.33,2.0,0.064,16.0,42.0,0.9978,3.31,0.82,10.5,5.0
10699,7.9,0.52,0.13,2.0,0.085,16.0,37.0,0.99549,3.1,0.87,11.5,6.0
10700,13.5,0.21,0.49,2.1,0.0819999999999999,6.0,20.0,0.9976,3.31,0.74,9.6,5.0
10701,10.8,0.37,0.49,2.8,0.079,32.0,73.0,0.9986,3.26,0.76,10.7,6.0
10702,9.0,0.42,0.49,2.1,0.091,11.0,50.0,0.9982,3.25,0.6,9.5,5.0
10703,7.8,0.42,0.32,2.4,0.084,6.0,12.0,0.99648,3.27,0.76,11.1,5.0
10704,7.7,0.56,0.0,2.5,0.086,8.0,21.0,0.99734,3.36,0.53,9.4,5.0
10705,10.2,0.37,0.4,2.0,0.084,5.0,14.0,0.9964,3.28,0.62,9.8,5.0
10706,8.4,0.36,0.51,2.3,0.077,3.0,9.0,0.9968,3.19,0.47,9.5,5.0
